V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,intro,time_front_1,time_front_2,time_front_3,time_front_4,RL_index_1,RL_index_2,RL_index_3,RL_index_4,RL_index_5,RL_index_6,RL_index_7,RL,partyid,partywhich,partylean,govsymp,A_intro,F+Act.Stim,F+Act.Time_1,F+Act.Time_2,F+Act.Time_3,F+Act.Time_4,F-Act.Stim,F-Act.Time_1,F-Act.Time_2,F-Act.Time_3,F-Act.Time_4,F+For.Stim,F+For.Time_1,F+For.Time_2,F+For.Time_3,F+For.Time_4,F-For.Stim,F-For.Time_1,F-For.Time_2,F-For.Time_3,F-For.Time_4,F+Cha.Stim,F+Cha.Time_1,F+Cha.Time_2,F+Cha.Time_3,F+Cha.Time_4,F-Cha.Stim,F-Cha.Time_1,F-Cha.Time_2,F-Cha.Time_3,F-Cha.Time_4,Q230,Act.Find,Act.Solve,Q233,Act.Char_1,Act.Char_2,Act.Char_3,Act.Char_4,Act.Char_5,Act.Char_6,Act.Char_7,Act.Char_8,Q247,For.Find,For.Solve,Q250,For.Char_1,For.Char_2,For.Char_3,For.Char_4,For.Char_5,For.Char_6,For.Char_7,For.Char_8,Q252,Cha.Find,Cha.Solve,Q255,Cha.Char_1,Cha.Char_2,Cha.Char_3,Cha.Char_4,Cha.Char_5,Cha.Char_6,Cha.Char_7,Cha.Char_8,J_Back_1,J_Back_2_1,J_Back_2_2,J_Back_2_3,J_Back_2_4,J_Back_2_5,J_Back_2_7,J_Back_2_8,J_Back_3,J_Back_4,J_Back_5,J_Intro,J_Ind1_AU,Ind1_Tid_A_1,Ind1_Tid_A_2,Ind1_Tid_A_3,Ind1_Tid_A_4,J_Ind1_KU,Ind1_Tid_K_1,Ind1_Tid_K_2,Ind1_Tid_K_3,Ind1_Tid_K_4,J_Ind2_AU,Ind2_Tid_A_1,Ind2_Tid_A_2,Ind2_Tid_A_3,Ind2_Tid_A_4,J_Ind2_KU,Ind2_Tid_K_1,Ind2_Tid_K_2,Ind2_Tid_K_3,Ind2_Tid_K_4,J_Ind3_AU,Ind3_Tid_A_1,Ind3_Tid_A_2,Ind3_Tid_A_3,Ind3_Tid_A_4,J_Ind3_KU,Ind3_Tid_K_1,Ind3_Tid_K_2,Ind3_Tid_K_3,Ind3_Tid_K_4,J_Post_1,J_Post_2,J_Post_3,Q58,Gender,Age,Edu_Own,Edu_Own_TEXT,GapYears,Study,Study_TEXT,Quota,Quota_TEXT,Grades,Housing,Housing_TEXT,Income_Own,PopSize,Income_M,Income_F,Job_M,Job_M_TEXT,Job_F,Job_F_TEXT,Edu_M,Edu_M_TEXT,Edu_F,Edu_F_TEXT,LastVote,VoteNow,LocationLatitude,LocationLongitude,LocationAccuracy
R_1244LBKH9l8KUPY,Default Response Set,Anonymous,,,192.38.33.17,0,9/28/2015 11:15,9/28/2015 11:27,1,1,27.812,102.777,104.902,7,2,4,4,1,3,1,5,8,3,,8,8,1,,,,,,,,,,,,,,,,1,0,0,52.572,0,,,,,,,,,,,,,,,,,,,,,,,1,4,4,1,11,6,9,5,4,4,4,5,,,,,,,,,,,,,1,1,,1,,,,,11,3,5,1,,,,,,3,7.412,11.107,12.359,2,,,,,,7,17.302,17.302,18.628,1,8,8.421,12.787,13.748,2,,,,,,4,3,6,1,1,23,4,,4,3,,2,,"7,9",3,,72000,110,336,540,3,,4,,5,,3,,8,8,56.15339661,10.22549438,-1
R_2Vgb7Mj4trUvsbs,Default Response Set,Anonymous,,,192.38.33.16,0,9/28/2015 11:15,9/28/2015 11:27,1,1,2.56,95.399,99.811,9,2,4,1,2,2,3,2,4,3,,2,4,1,,,,,,,,,,,1,0,0,54.004,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,4,1,7,8,8,6,6,6,5,6,,,,,,,,,,,,,2,1,,,,1,,,9,4,7,1,,,,,,4,16.14,16.14,17.682,1,,,,,,5,13.089,13.089,14.258,1,,,,,,5,7.54,7.54,8.568,1,8,4,6,1,2,21,4,,2,3,,1,,"10,7",3,,85000 kr,200000,550000,600000,4,,6,,6,,6,,2,2,56.15339661,10.22549438,-1
R_3gMgEZxlGX7FXjT,Default Response Set,Anonymous,,,192.38.33.19,0,9/28/2015 11:14,9/28/2015 11:27,1,1,17.923,75.718,77.975,8,2,4,2,5,1,3,3,8,2,,2,5,1,,,,,,,,,,,,,,,,,,,,,1,0,0,43.793,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,7,1,9,5,6,4,8,7,8,6,1,1,,,,,,,11,5,8,1,11,4.247,8.329,9.309,4,,,,,,8,24.92,26.182,29.91,3,,,,,,9,15.506,16.009,17.16,2,,,,,,7,5,9,1,1,20,4,,1 år ,3,,1,,10.3,2,,70,15,250,250,2,,1,,3,,1,,12,14,56.15339661,10.22549438,-1
R_2rTJfo1NkSyyEE2,Default Response Set,Anonymous,,,192.38.33.17,0,9/28/2015 11:14,9/28/2015 11:27,1,1,3.1,62.296,64.307,10,2,2,2,1,1,3,2,5,3,,4,3,1,,,,,,,,,,,1,0,0,47.128,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,3,1,8,6,5,5,3,7,3,11,,,,,,,,,,,,,1,,,,,1,,,11,3,4,1,,,,,,2,23.633,24.848,25.648,2,7,4.827,12.063,14.937,2,,,,,,2,9.303,9.303,11.225,1,,,,,,7,4,5,1,1,20,4,,1,3,,1,,"10,3",3,,65,180,480,600,4,,4,,6,,6,,4,4,56.15339661,10.22549438,-1
R_2dSDBBKjF5iP4bY,Default Response Set,Anonymous,,,80.62.116.86,0,9/28/2015 11:14,9/28/2015 11:27,1,1,21.982,79.255,82.412,8,5,1,1,5,1,5,2,3,3,,9,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,47.744,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,1,9,6,4,4,2,3,3,2,1,,,,,,1,,11,6,11,1,10,11.037,11.037,13.988,1,,,,,,,,,,,8,29.175,31.602,32.604,3,,,,,,9,9.335,9.335,11.276,1,3,4,9,1,1,21,4,,2,3,,1,,"11,45",6,,150,2,420,370,3,,1,,5,,3,,9,9,55.67610168,12.56829834,-1
R_1JCn2jedlzCVpcw,Default Response Set,Anonymous,,,192.38.33.16,0,9/28/2015 11:14,9/28/2015 11:27,1,1,16.106,69.425,71.134,7,2,5,3,5,1,2,4,8,2,,8,9,1,,,,,,,,,,,1,0,0,81.524,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,5,1,8,6,6,5,6,5,5,6,,,,,,,,,,,,,1,,,,,,1,,11,3,6,1,11,14.508,14.508,15.616,1,,,,,,11,7.927,7.927,9.002,1,,,,,,9,19.388,22.103,23.374,2,,,,,,7,4,9,1,2,19,4,,0,3,,1,,"11,8",1,,62000,6000,,,2,,2,,5,,5,,8,8,56.15339661,10.22549438,-1
R_1PXdHS7cUjJG6TR,Default Response Set,Anonymous,,,192.38.33.17,0,9/28/2015 11:12,9/28/2015 11:27,1,1,33.398,98.46,99.726,7,3,2,4,4,4,4,4,7,2,,13,4,1,,,,,,,,,,,,,,,,,,,,,1,0,0,47.25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,7,1,7,5,3,8,5,8,5,4,1,,,1,,,,,11,4,7,1,,,,,,10,13.213,13.213,14.314,1,,,,,,8,33.351,33.351,37.116,1,10,0.435,13.909,15.57,2,,,,,,8,5,10,1,1,22,4,,2,2,,2,,7,6,,100000,300,200000,250000,2,,3,,5,,5,,1,2,56.15339661,10.22549438,-1
R_A0DghkCOXKaSoRH,Default Response Set,Anonymous,,,192.38.33.12,0,9/28/2015 11:14,9/28/2015 11:27,1,1,6.962,75.301,77.525,11,1,4,3,3,2,2,4,8,2,,8,9,1,,,,,,1,0,0,67.831,0,,,,,,,,,,,,,,,,,,,,,1,6,6,1,11,10,10,10,4,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,11,3,11,1,,,,,,6,16.256,16.256,23.208,1,,,,,,9,6.437,10.653,12.158,2,,,,,,3,9.462,9.462,12.314,1,4,2,1,1,2,21,4,,1,3,,1,,10,1,,73000,800,360,250,3,,1,,5,,4,,8,2,56.15339661,10.22549438,-1
R_Oe6CQQeX6kfRL3j,Default Response Set,Anonymous,,,192.38.33.12,0,9/28/2015 11:14,9/28/2015 11:27,1,1,16.187,54.696,57.56,7,2,5,3,4,2,2,4,7,3,,8,8,1,,,,,,,,,,,1,0,0,76.791,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,9,1,8,7,9,7,7,6,9,9,,,,,,,,,,,,,1,,,,,,1,,11,4,8,1,,,,,,10,5.521,5.521,7.585,1,11,6.522,6.522,8.003,1,,,,,,,,,,,7,24.623,24.623,25.682,1,10,2,8,1,2,21,4,,1,3,,2,,"8,7",7,,24000,7000,0,,10,,6,,5,,2,,8,8,56.15339661,10.22549438,-1
R_2gWDB5FldDWZ7eV,Default Response Set,Anonymous,,,192.38.33.11,0,9/28/2015 11:15,9/28/2015 11:27,1,1,17.184,105.035,107.001,8,1,4,2,2,2,1,5,9,1,5,,8,1,,,,,,,,,,,,,,,,1,0,0,45.431,0,,,,,,,,,,,,,,,,,,,,,,,1,4,4,1,11,9,9,8,3,4,3,6,,,,,,,,,,,,,1,,,,,1,,,11,6,9,1,10,18.253,18.253,19.204,1,,,,,,10,23.097,23.097,25.833,1,,,,,,10,28.722,28.722,31.894,1,,,,,,5,4,9,1,1,21,4,,2,3,,1,,"9,9",6,,125,60,420,520,4,,4,,5,,2,,5,5,56.15339661,10.22549438,-1
R_1dAF155OeTskig8,Default Response Set,Anonymous,,,192.38.33.15,0,9/28/2015 11:15,9/28/2015 11:27,1,1,18.602,79.569,82.52,7,5,3,1,4,2,4,1,1,1,9,,2,1,,,,,,,,,,,,,,,,1,0,0,55.856,0,,,,,,,,,,,,,,,,,,,,,,,1,7,7,1,7,4,4,5,6,5,8,9,,,,,,,,,,,,,1,1,,,,,,,10,4,5,1,,,,,,10,8.169,14.22,15.419,2,9,24.814,24.814,26.265,1,,,,,,,,,,,7,10.061,18.811,21.028,4,9,6,6,1,2,21,4,,2,3,,1,,"11,9",1,,72000,60000,Folkeskolelærerløn,Folkeskolelærerløn,11,Folkeskolelærer,11,Folkeskolelærer,5,,6,,10,9,56.15339661,10.22549438,-1
R_ykcXtdGELLxhuuJ,Default Response Set,Anonymous,,,192.38.33.18,0,9/28/2015 11:13,9/28/2015 11:27,1,1,23.697,94.344,99.393,8,2,4,4,1,2,3,5,7,1,8,,8,1,,,,,,,,,,,,,,,,,,,,,1,0,0,52.429,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,4,1,8,6,8,9,6,9,6,7,1,,1,,,1,,,11,4,5,1,9,7.769,7.769,9.449,1,,,,,,8,8.287,8.287,12.177,1,,,,,,3,15.881,15.881,18.313,1,,,,,,3,4,8,1,2,20,4,,1,3,,1,,"9,1",6,,90,500,400,350,3,,7,,3,,6,,8,8,56.15339661,10.22549438,-1
R_1Q6HGd3UBbQc1Wo,Default Response Set,Anonymous,,,192.38.33.15,0,9/28/2015 11:15,9/28/2015 11:28,1,1,7.808,80.847,83.34,9,3,1,1,1,1,4,1,4,1,10,,3,1,,,,,,1,2.225,2.225,60.313,1,,,,,,,,,,,,,,,,,,,,,1,8,8,1,10,5,7,8,6,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,,,1,,,11,6,11,1,8,14.432,16.442,20.024,2,,,,,,9,9.399,9.399,11.308,1,,,,,,,,,,,4,27.271,31.615,33.034,3,9,4,6,1,1,24,4,,4,3,,2,,"8,8",6,,200000,20000,1500000,2000000,4,,4,,6,,6,,10,10,56.15339661,10.22549438,-1
R_2CerAPPQbfAbL94,Default Response Set,Anonymous,,,192.38.33.20,0,9/28/2015 11:14,9/28/2015 11:28,1,1,1.808,92.105,93.434,11,1,4,2,1,2,3,4,8,2,,2,5,1,,,,,,,,,,,,,,,,1,1.381,1.381,45.935,1,,,,,,,,,,,,,,,,,,,,,,,1,6,5,1,9,9,6,8,4,5,6,7,,,,,,,,,,,,,1,,,,,,1,,11,4,9,1,11,14.256,16.682,18.097,2,,,,,,9,2.188,14.64,16.536,3,,,,,,,,,,,3,1.448,26.909,28.177,8,4,4,8,1,1,21,4,,1,3,,1,,"12,1",6,,100000,35000,350000,500000,3,,4,,4,,4,,14,2,56.15339661,10.22549438,-1
R_AyRNQVIsMt7GkXT,Default Response Set,Anonymous,,,192.38.33.13,0,9/28/2015 11:14,9/28/2015 11:28,1,1,85.197,169.503,170.864,9,3,2,2,1,1,6,2,3,2,,4,3,1,,,,,,,,,,,1,0,0,62.156,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,8,1,7,8,9,7,8,7,6,9,,,,,,,,,,,,,1,,,,,1,,,11,3,4,1,7,25.983,25.983,27.303,1,,,,,,8,20.425,27.582,28.444,2,,,,,,,,,,,4,9.136,9.136,12.51,1,9,3,7,1,1,21,4,,2,3,,1,,"9,2",6,,72000,10,350000,500000,3,,2,,5,,2,,9,4,56.15339661,10.22549438,-1
R_UaJjURA7ntPXKYp,Default Response Set,Anonymous,,,192.38.33.14,0,9/28/2015 11:13,9/28/2015 11:28,1,1,20.971,64.262,65.445,8,4,1,1,4,1,4,1,4,1,2,,4,1,,,,,,1,0,0,37.372,0,,,,,,,,,,,,,,,,,,,,,1,1,1,1,9,7,9,5,4,5,2,6,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,11,3,3,1,,,,,,4,12.467,12.467,16.673,1,8,14.644,15.898,16.639,2,,,,,,1,15.92,15.92,18.223,1,,,,,,6,3,3,1,1,20,4,,1,3,,1,,"9,3",2,,35000,60000,100000,100000,4,,4,,6,,6,,2,2,56.15339661,10.22549438,-1
R_21mhPnt65gB3vpf,Default Response Set,Anonymous,,,192.38.33.20,0,9/28/2015 11:14,9/28/2015 11:28,1,1,18.369,83.57,84.771,7,1,4,2,1,1,2,3,6,1,2,,3,1,1,0,0,60.999,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,3,1,8,9,8,6,6,7,4,11,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,11,4,8,1,,,,,,11,6.483,8.198,20.415,3,,,,,,11,10.78,10.78,12.569,1,,,,,,8,24.764,24.764,26.884,1,10,2,10,1,2,18,4,,0,3,,1,,"9,2",7,,71000,45000,350000,425000,6,,6,,5,,4,,2,2,56.15339661,10.22549438,-1
R_2AFgW5Qm47AQcgN,Default Response Set,Anonymous,,,192.38.33.14,0,9/28/2015 11:15,9/28/2015 11:28,1,1,2.58,88.26,89.632,9,4,2,1,1,4,4,4,8,2,,2,4,1,,,,,,1,2.388,2.388,3.56,1,,,,,,,,,,,,,,,,,,,,,1,4,6,1,5,9,4,9,4,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,,,1,,,8,4,8,1,,,,,,6,46.027,49.497,50.668,2,,,,,,7,26.118,26.118,28.101,1,,,,,,7,10.307,10.307,11.311,1,2,6,4,1,1,21,3,,0,3,,1,,"10,6",2,,40000-45000,1000,ved ikke,ved ikke,1,,1,,1,,1,,14,2,56.15339661,10.22549438,-1
R_9nwzONSeorpfNZf,Default Response Set,Anonymous,,,192.38.33.14,0,9/28/2015 11:14,9/28/2015 11:28,1,1,20.43,86.86,98.945,7,1,5,4,1,4,1,5,10,1,8,,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,49.699,49.699,67.06,1,,,,,,,,,,,,,,,,,,,,,,,,,1,4,6,1,5,6,4,1,4,4,1,8,2,1,,,,,,,9,4,8,1,,,,,,9,12.349,12.349,13.288,1,,,,,,9,22.59,22.59,27.199,1,,,,,,4,8.781,8.781,10.929,1,8,3,7,1,1,22,2,,2,3,,1,,10,6,,100,4.5,220,400,1,,6,,1,,2,,8,8,56.15339661,10.22549438,-1
R_2qy4g4LdLC8GxvG,Default Response Set,Anonymous,,,192.38.33.12,0,9/28/2015 11:14,9/28/2015 11:28,1,1,15.937,170.099,171.679,16,1,5,1,2,6,4,6,8,3,,6,6,1,1,0,0,48.861,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,9,1,6,4,8,3,5,6,5,8,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,6,2,7,1,,,,,,9,7.848,9.606,10.455,2,,,,,,6,10.803,10.803,11.917,1,1,30.299,30.299,33.771,1,,,,,,1,2,8,1,2,21,1,,0,3,,1,,"11,9",6,,70000,250000,120000,snakker ikke med ham,10,,10,,6,,1,,6,6,56.15339661,10.22549438,-1
R_DT8y4gjEx26b8xH,Default Response Set,Anonymous,,,192.38.33.18,0,9/28/2015 11:15,9/28/2015 11:28,1,1,16.11,89.463,91.048,9,4,3,1,2,1,3,2,6,1,2,,3,1,,,,,,,,,,,1,0,0,38.872,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,8,1,6,4,8,8,4,7,7,10,,,,,,,,,,,,,1,,,,,,1,,11,4,8,1,,,,,,11,20.772,20.772,21.918,1,10,51.149,51.149,52.411,1,,,,,,,,,,,9,24.733,24.733,25.618,1,11,4,6,1,1,21,4,,1,3,,1,,"9,8",3,,100,4500,250,800,3,,4,,5,,6,,2,2,56.15339661,10.22549438,-1
R_1LRRejFOdU8HDUq,Default Response Set,Anonymous,,,192.38.33.12,0,9/28/2015 11:11,9/28/2015 11:28,1,1,27.053,92.093,95.915,8,3,2,1,3,1,4,1,5,3,,2,2,1,,,,,,,,,,,,,,,,1,0,0,60.13,0,,,,,,,,,,,,,,,,,,,,,,,1,5,6,1,9,9,6,8,7,6,6,7,,,,,,,,,,,,,1,,,,,,1,,7,3,5,1,9,27.042,27.042,28.579,1,,,,,,,,,,,10,22.73,22.73,35.089,1,,,,,,7,13.043,13.043,15.242,1,6,3,5,1,1,21,4,,1,2,,1,,"9,9",6,,96000,250000,300000,700000,2,,4,,5,,5,,2,10,56.15339661,10.22549438,-1
R_Z4uNW1faGTrV0nT,Default Response Set,Anonymous,,,192.38.33.11,0,9/28/2015 11:16,9/28/2015 11:28,1,1,17.266,83.931,85.269,8,5,3,1,3,1,4,4,3,1,9,,3,1,,,,,,1,0,0,96.121,0,,,,,,,,,,,,,,,,,,,,,1,7,8,1,11,10,8,8,5,7,3,11,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,9,4,1,1,10,7.702,7.702,8.685,1,,,,,,,,,,,8,24.214,24.214,28.59,1,,,,,,1,25.252,25.252,27.472,1,8,2,2,1,2,21,4,,2,3,,2,,"7,2",6,,150,7,230,250,3,,4,,2,,5,,9,9,56.15339661,10.22549438,-1
R_1Lk5CmTizxolvwI,Default Response Set,Anonymous,,,192.38.33.18,0,9/28/2015 11:15,9/28/2015 11:28,1,1,9.643,56.807,62.348,9,5,3,1,4,1,4,1,5,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,22.766,22.766,50.734,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,6,1,6,6,6,6,6,6,5,5,2,1,,,,,,,9,4,6,1,,,,,,10,12.282,13.704,15.871,2,9,25.992,25.992,27.388,1,,,,,,8,29.647,33.51,34.746,2,,,,,,9,4,6,1,1,20,4,,2,3,,1,,10,6,,?,562000,800,950,4,,4,,6,,6,,1,1,56.15339661,10.22549438,-1
R_3fJCDzzy6WWZKfX,Default Response Set,Anonymous,,,192.38.33.15,0,9/28/2015 11:14,9/28/2015 11:28,1,1,42.124,94.898,96.235,8,5,2,1,5,1,4,2,2,1,9,,1,1,,,,,,1,0,0,49.768,0,,,,,,,,,,,,,,,,,,,,,1,9,7,1,9,9,10,8,6,6,8,10,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,10,4,5,1,6,19.976,19.976,21.566,1,,,,,,,,,,,8,50.405,50.405,51.54,1,9,10.743,15.324,18.014,2,,,,,,4,4,5,1,1,22,4,,2,3,,1,,"12,2",3,,60000,3500,150000,200000,3,,4,,5,,5,,9,9,56.15339661,10.22549438,-1
R_1gAq0t0xsdMSPHL,Default Response Set,Anonymous,,,192.38.33.15,0,9/28/2015 11:14,9/28/2015 11:28,1,1,29.961,88.881,89.981,7,3,4,2,4,1,3,2,3,2,,13,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,58.014,0,,,,,,,,,,,,,,,,,,,,,,,,,1,4,3,1,6,5,7,4,6,5,7,10,1,,1,,,,,,11,6,6,1,,,,,,6,11.102,11.102,12.206,1,,,,,,5,24.5,25.57,26.5,2,,,,,,5,33.699,33.699,36.029,1,9,6,6,1,2,20,2,,0,3,,1,,"10,9",3,,ved ikke,ved ikke ,ved ikke,ved ikke,3,,3,,6,,2,,1,14,56.15339661,10.22549438,-1
R_W1CVaZGmdhBcYdH,Default Response Set,Anonymous,,,80.62.116.203,0,9/28/2015 11:15,9/28/2015 11:28,1,1,0.123,74.253,89.093,9,4,2,2,2,2,4,2,4,1,4,,3,1,,,,,,,,,,,,,,,,1,0,0,70.459,0,,,,,,,,,,,,,,,,,,,,,,,1,7,5,1,9,8,9,6,5,8,6,8,,,,,,,,,,,,,1,,,,,1,1,,10,4,5,1,10,12.825,12.825,16.018,1,,,,,,8,13.105,13.105,14.713,1,,,,,,5,7.188,8.064,13.687,2,,,,,,4,4,8,1,1,20,4,,1,3,,2,,"8,9",7,,,300000,300000,400000,3,,3,,6,,5,,4,4,55.67610168,12.56829834,-1
R_vvQxhNcT3hhABfb,Default Response Set,Anonymous,,,192.38.33.11,0,9/28/2015 11:14,9/28/2015 11:28,1,1,37.94,87.173,88.203,7,2,1,1,5,1,4,3,4,3,,1,3,1,,,,,,,,,,,1,0,0,1.517,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,5,1,7,7,6,6,6,6,6,8,,,,,,,,,,,,,1,,,,1,1,,,9,4,6,1,,,,,,6,27.083,28.164,28.985,2,11,6.397,11.758,16.244,3,,,,,,6,16.072,16.072,17.193,1,,,,,,6,5,6,1,2,21,4,,2,3,,2,,7,6,,65,2.0000.,400,1.000.000,11,folkeskolelærer,4,,5,,6,,1,1,56.15339661,10.22549438,-1
R_1FJarjW3d7HYqWe,Default Response Set,Anonymous,,,192.38.33.16,0,9/28/2015 11:14,9/28/2015 11:28,1,1,25.115,99.749,101.004,8,2,2,4,2,1,6,4,4,3,,2,3,1,1,0,0,66.11,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,6,1,6,3,8,7,7,9,8,11,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,11,3,10,1,4,11.24,11.24,13.349,1,,,,,,10,12.541,12.541,13.92,1,,,,,,,,,,,5,26.093,28.71,33.714,3,9,4,1,1,2,20,4,,1,3,,1,,"9,2",6,,65,20,500,0,4,,10,,6,,6,,2,1,56.15339661,10.22549438,-1
R_RwXE0w4EQHt2sz7,Default Response Set,Anonymous,,,192.38.33.14,0,9/28/2015 11:12,9/28/2015 11:28,1,1,25.702,91.615,92.911,8,2,2,1,4,1,2,2,5,1,1,,3,1,,,,,,,,,,,,,,,,1,0,0,58.84,0,,,,,,,,,,,,,,,,,,,,,,,1,7,4,1,9,6,8,8,8,9,8,9,,,,,,,,,,,,,1,,,,,,1,,11,2,3,1,,,,,,4,21.02,21.02,22.837,1,9,14.469,14.469,15.505,1,,,,,,,,,,,6,5.208,6.295,7.187,2,5,2,3,1,1,19,4,,1,3,,1,,10.4,6,,85000,2500,370000,370000,4,,4,,5,,5,,2,1,56.15339661,10.22549438,-1
R_3CHRm3B9IhGymHK,Default Response Set,Anonymous,,,192.38.33.13,0,9/28/2015 11:15,9/28/2015 11:28,1,1,24.119,70.108,76.458,7,1,5,3,1,1,3,4,8,1,5,,11,1,,,,,,,,,,,,,,,,1,0,0,34.768,0,,,,,,,,,,,,,,,,,,,,,,,1,6,3,1,8,7,11,6,1,3,6,9,,,,,,,,,,,,,1,1,,,,1,,,11,5,9,1,1,18.204,18.204,20.026,1,,,,,,8,19.571,19.571,21.854,1,,,,,,,,,,,1,10.609,10.609,11.907,1,11,5,8,1,2,20,4,,1,3,,1,,"10,3",6,,112,11,550,550,4,,4,,5,,6,,8,5,56.15339661,10.22549438,-1
R_2R51ThsQjTHKIfr,Default Response Set,Anonymous,,,192.38.33.16,0,9/28/2015 11:08,9/28/2015 11:28,1,1,30.79,122.685,130.363,8,2,4,2,2,3,2,3,5,2,,13,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,53.222,0,,,,,,,,,,,,,,,,,,,,,,,,,1,4,6,1,10,4,8,7,6,6,6,9,1,,,,,,1,,8,5,5,1,,,,,,5,17.91,17.91,19.02,1,3,22.336,22.336,24.621,1,,,,,,6,19.546,19.546,20.961,1,,,,,,3,5,9,1,1,19,4,,0,3,,3,Standby,"8,3",8,Sommerhus,11,800,410,400,3,,3,,6,,6,,5,2,56.15339661,10.22549438,-1
R_OCmchIvExLYn9MB,Default Response Set,Anonymous,,,192.38.33.17,0,9/28/2015 11:14,9/28/2015 11:28,1,1,27.64,101.197,103.835,11,3,2,1,6,1,3,2,5,2,,13,3,1,,,,,,,,,,,1,0,0,59.079,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,4,1,6,6,6,5,6,8,5,9,,,,,,,,,,,,,1,,,,,1,,,9,6,,1,9,15.792,15.792,17.179,1,,,,,,11,11.823,11.823,13.365,1,,,,,,,,,,,9,16.478,16.478,18.018,1,7,2,7,1,1,19,4,,0,3,,1,,"10,5",6,,150000,25000,280000,,3,,,,2,,2,,1,14,56.15339661,10.22549438,-1
R_2EzXyCJMWam9qlq,Default Response Set,Anonymous,,,192.38.33.15,0,9/28/2015 11:13,9/28/2015 11:28,1,1,5.46,48.799,50.023,9,5,1,2,4,1,2,2,3,1,4,,4,1,,,,,,,,,,,1,0,0,49.513,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,5,1,7,8,7,8,8,7,5,7,,,,,,,,,,,,,1,1,1,1,,,,,11,3,6,1,,,,,,8,15.514,15.514,17.852,1,,,,,,10,18.643,24.332,26.721,2,,,,,,8,13.07,13.07,18.202,1,8,3,8,1,1,20,4,,1 år,3,,1,,"11,1",2,,80,10,300,Ved ikke,4,,7,,5,,2,,4,4,56.15339661,10.22549438,-1
R_2CrBNPrrlhmvObj,Default Response Set,Anonymous,,,192.38.33.12,0,9/28/2015 11:15,9/28/2015 11:28,1,1,20.294,85.014,85.675,10,2,4,3,1,1,2,1,7,1,2,,4,1,,,,,,,,,,,1,0,0,71.724,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,7,1,9,10,6,6,7,7,4,9,,,,,,,,,,,,,2,1,1,,,,,,10,3,6,1,8,8.488,8.488,10.476,1,,,,,,7,22.105,37.457,38.695,2,,,,,,6,5.046,13.382,14.407,4,,,,,,9,3,6,1,1,20,4,,0,3,,1,,"9,2",2,,70000,50000,370000,1500000,4,,6,,4,,4,,2,2,56.15339661,10.22549438,-1
R_2zjAW2NGiLvdijE,Default Response Set,Anonymous,,,192.38.33.16,0,9/28/2015 11:14,9/28/2015 11:28,1,1,25.127,82.227,83.757,9,2,2,1,2,2,2,2,8,2,,8,9,1,,,,,,,,,,,1,0,0,52.387,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,5,1,9,8,8,9,4,5,3,6,,,,,,,,,,,,,1,,,,,,1,,11,3,9,1,,,,,,9,26.457,30.933,31.756,3,9,11.111,11.111,27.162,1,,,,,,,,,,,5,4.704,10.483,12.541,2,7,3,7,1,1,22,4,,2,3,,1,,"11,4",4,,180,3000,420000,600000,4,,4,,5,,5,,8,8,56.15339661,10.22549438,-1
